distance,temp,time
5,23.2,1134
6,22.4,378
5,,876
3,27,1017
13,24.5,3051
2,20.3,340
18,17.5,2412
9,17.5,1216
15,23.8,2278
12,,1572
3,21.9,627
22,27.5,5601
17,15.7,2312
14,28.6,1479
7,23.5,1525
8,21,576
12,29.3,2436
12,22.8,1782
14,23.8,1351
7,23.4,486
9,23.9,1519
6,24.2,943
4,20.5,1909
7,27,766
10,24.6,625
14,23.9,1293
14,28.2,1264
11,30.9,740
11,22.8,3378
10,29.9,3
15,27.3,2654
12,,2958
5,29.5,1037
4,,730
2,18.4,790
15,24.2,1797
10,24.4,1878
5,,1562
4,,479
8,,1549
10,25.8,1097
2,19.4,558
8,26,831
14,,1932
8,25.9,1429
14,17.3,1756
9,,1027
19,,1809
1,24.6,2498
7,29.8,914
16,22.9,1961
8,19.2,1200
10,26.9,1275
4,21.3,352
4,28.5,362
3,,578
4,,625
5,26.2,1124
4,21,715
3,,656
6,,990
4,26.2,870
6,22.2,2172
4,,992
16,22.3,2021
9,15.3,911
10,24,1104
5,21.7,623
5,,2073
14,17.3,1733
22,25.2,2111
13,19.1,1730
12,,1601
10,18.3,732
16,25.9,2695
2,,642
5,26.1,1029
11,24.3,4196
9,22.7,1128
6,18.6,2819
4,25.6,496
9,26.2,1242
9,20.3,1441
6,13.3,553
20,,2259
5,30.4,5636
12,26.4,1098
15,,1876
8,20.4,1576
4,31,6
17,,2365
19,26.2,1752
15,23.1,1134
15,,1656
3,,885
4,,557
15,22.2,2542
4,20.8,867
15,,3984
13,22.6,1221
7,20.1,1078
5,19,1904
7,25.5,769
11,23.8,1221
7,23.3,1677
9,25.8,854
14,17.1,1948
7,,1433
7,27.2,1078
5,24.8,1512
5,20,928
5,23.6,513
12,19.7,2107
5,,674
13,23.8,1857
5,26.2,1390
3,21.6,546
17,26.2,1952
4,24.4,1792
3,,467
5,21.9,1156
9,20.9,1340
8,25,1658
7,18.5,1761
16,28,1362
12,26.5,1779
15,28.2,2614
21,20.4,2030
7,24.8,1339
6,19.6,3694
7,,1667
14,,2268
5,30.7,865
16,29.2,2765
17,24.7,1208
7,25.3,522
4,27.1,3
5,,2394
5,21.8,591
15,20.2,3041
10,19.6,1611
19,21.9,6333
7,18.6,919
11,,1704
11,,1930
3,29.3,328
10,23.2,1593
12,,2068
20,27.9,100
9,23.6,1373
5,21.8,999
13,30,2319
14,20.8,1798
9,19.4,804
3,26.8,1202
2,26.5,337
4,,9
2,20.4,202
4,,972
4,23.8,1131
7,20.9,1658
4,,11
4,24.7,673
23,,3454
2,24.3,580
4,20.2,750
5,,740
14,27.4,2760
1,26.7,492
11,,1366
7,25.8,4309
5,24.7,1044
8,17.6,1505
9,18.7,1722
4,19.3,554
15,,1876
7,17.9,1568
14,,2
5,21.3,876
8,21.8,120
3,20.1,341
6,22.3,3
9,20.2,1274
6,20.9,5
6,,2013
18,,3147
19,,1739
22,20.8,2741
12,23.7,2052
6,21.2,880
3,25.7,818
4,30.9,629
2,25.8,616
5,27.6,2314
10,27.3,1850
21,28.4,1626
4,,505
14,28,2106
3,26,715
7,24.7,1390
7,26.4,1155
5,22.6,734
8,21.4,2036
5,,903
3,26.1,485
2,26.4,3
7,,1090
6,21.9,1481
4,21.3,687
4,21.8,1102
17,,2379
12,,2603
13,24.6,2670
6,23.3,1057
13,25.5,1891
4,21.7,727
9,,1529
17,18.1,1529
5,26.2,634
3,24.8,156
22,21.9,2545
7,,1327
3,20,856
4,29.3,467
17,19.2,2315
12,20.3,1973
4,29,828
14,16.6,1848
4,24.5,683
2,21.4,458
7,,1661
8,25.3,6585
19,21.2,2113
16,15.4,1762
16,30.6,2563
5,,1622
6,20.5,800
7,24.8,1287
13,16.6,1395
2,,548
5,,1535
3,15.2,11
7,,1749
4,,905
14,28.4,2441
10,19.5,2715
10,20.9,1672
5,18.1,923
4,22.9,918
15,22.3,2284
2,25.3,7714
16,22.7,2077
10,28,2092
3,19.3,1383
5,23.9,1018
5,19.9,612
16,28.2,2244
6,22.9,933
14,21.2,2730
8,29.4,3092
5,25.1,2226
2,24,246
2,23.3,228
9,21.4,1388
8,26.6,1332
6,,1105
9,29,1834
4,22.3,831
5,,385
3,27.4,738
8,19,894
5,21.4,1689
8,24.9,1257
7,28,1274
22,21.3,3749
6,,777
6,29.8,1287
12,20.9,1560
5,26.2,660
13,28.6,3789
22,26.4,2569
14,21.4,1951
12,17.8,917
17,19.3,2499
12,22.8,991
9,,614
13,25.2,1306
9,,3212
10,24.1,1243
18,18.4,2716
6,19.5,979
4,21.1,659
23,18.1,2978
6,26.8,1713
6,,1062
12,,1820
17,23,1915
6,19.2,1026
33,25.2,2754
8,19.2,2559
16,22.4,2703
7,15.4,724
2,29.8,320
2,17.2,187
12,,1650
5,,2423
9,23.4,1057
7,,1592
10,23,1017
9,20.9,2882
7,29.4,2323
7,24.6,1658
22,26.4,3577
3,23.3,472
5,26.7,1703
19,24,2497
8,20.4,823
17,26.7,4029
20,,2864
2,26.4,917
11,24.7,1907
22,20.1,2096
5,26.1,1251
7,17.7,681
6,26.8,3
9,21.1,1214
3,20,591
12,23.6,1397
6,23.4,600
6,20.3,4032
5,19.6,1516
18,,1682
6,16.7,4234
5,22.3,347
4,27.9,1113
11,,1041
11,21.5,2247
7,20.2,1894
4,,2483
16,,2542
6,,1656
2,22.7,310
11,26.2,1948
18,,4076
15,21.4,1416
8,22.9,1621
5,19.5,1090
6,27.6,538
6,22.4,974
7,29.6,1348
15,,2301
5,18.7,939
16,23.7,2240
9,28,4737
7,,116
8,22.4,3086
2,27.2,356
12,23.3,2876
3,21.8,701
5,18.9,1065
9,22.1,3602
4,25.6,1153
3,24.9,39
5,,1280
12,17.9,5832
13,18,1996
15,25.6,1343
16,,1291
7,21.5,1048
18,,3889
9,24.1,2446
2,22.3,6
2,26.6,8
8,15.1,7
29,18.9,4445
11,,1406
7,21,4686
18,28.2,2766
2,22.4,576
6,25.8,763
8,28.1,1103
15,,1478
9,,1171
3,23.8,1101
25,27.2,1781
21,17.4,2134
9,22.1,2342
8,24.5,957
8,22.8,2831
7,23.9,2403
5,24.4,784
2,,341
8,18.1,1718
8,21.4,1759
8,21.8,1604
19,24.5,2745
3,,1615
10,22.3,1216
17,19,2044
21,25.7,3913
12,22.2,2429
5,21.7,963
16,,2035
4,27.2,150
7,,1207
16,,2611
9,18.6,1922
7,24.7,1004
3,21.5,1746
5,,1544
9,21.4,1991
7,,1524
10,20.9,1610
8,23.5,1537
7,19.1,1056
9,21.4,2815
4,25.5,6
14,20.9,1801
15,18.5,1772
10,22,1671
2,22.1,261
22,18.4,2031
4,,1597
5,,1041
5,,4601
3,24.1,10
10,20.2,1245
7,24.8,1887
6,27.4,1688
21,26.9,3167
13,18.6,1454
24,22.1,3599
8,20.6,1400
4,26.9,939
8,23.2,1611
11,25,1333
13,22.3,765
14,,1064
6,25.5,582
10,21.1,1691
4,17.9,868
28,25.9,2665
11,19.4,1522
8,26.7,1639
2,,804
16,21.3,1584
7,17.8,1377
11,25.7,1241
10,23.2,447
16,20.7,1496
1,23.9,384
6,21.9,2170
7,26.1,1317
7,,1581
46,19.6,4797
11,21.1,1293
16,27.8,1788
8,,1190
10,17.9,1548
14,,1457
14,17.6,2159
12,20.1,981
5,26.1,622
11,20.9,1459
5,24.2,911
4,19.6,1376
5,,814
9,24.9,1149
4,28.2,824
6,,1131
7,,3901
5,21.3,668
10,18.8,1586
6,15.3,549
4,20.6,767
6,27.6,1000
8,21.7,1159
5,,1215
13,24,1315
4,23.7,440
7,25.6,1369
11,27.4,3492
5,24.9,2144
6,26.6,1261
7,26.1,4
6,20.7,1012
4,20.7,8
8,18.9,1364
7,,370
9,24.5,3572
6,20.8,656
2,22,426
6,23.9,1680
4,17.5,1102
16,,1397
8,21.5,1568
8,18.3,909
21,23.3,1894
8,18.4,1272
15,,2867
8,21.8,922
10,27.2,1846
6,26.7,549
18,13.3,4407
27,19.4,3625
13,30.9,1475
4,21,1125
5,27.9,22
5,,468
6,23.6,1554
11,14.8,1664
9,25.4,1359
9,24.1,1612
17,23.6,1519
7,21.6,799
10,22.9,1508
5,23.5,1985
4,25.4,1045
7,29.2,2476
10,23.9,1114
5,24,777
7,21.2,1110
5,21.5,917
17,,2222
5,22.6,1369
10,17.3,1171
1,18.5,490
11,30.9,1532
11,,1563
10,16.8,3202
6,,2588
4,21.1,513
11,24,1670
6,18.2,18
6,25.2,881
5,22.4,778
6,27,52
14,,1391
7,21.6,1732
6,22.4,638
14,20.1,2337
14,21.1,1314
7,,950
5,24.4,1349
12,22.1,2033
4,17.1,1130
9,27.7,1393
10,25,1155
9,19.3,2242
3,,345
7,24.5,2315
5,28.9,2259
3,29,373
7,22,885
4,,771
3,25.6,636
10,26.3,1703
8,21,1436
3,23.2,946
13,26.4,1497
10,18,1406
15,24.9,2158
12,,7035
5,,1166
3,23,2360
6,22.8,664
8,23.5,1769
11,15.9,2320
4,30.8,1103
7,22.3,938
13,29.4,1150
8,21.5,938
18,,2721
5,22.4,1074
6,21.4,2854
4,,693
22,20.9,2902
12,24.1,1394
4,25.1,2212
15,20,2257
15,25.2,3407
3,24,886
12,23.1,1105
9,19.1,1375
10,26.2,3026
6,23.3,1194
3,21.3,394
6,,1259
9,27.3,849
15,26.5,2926
22,24.9,3549
4,24.4,997
11,25.5,957
14,22.9,2022
6,23.2,1194
5,29.9,734
6,20.4,994
7,,910
7,22,1786
12,28.3,1716
10,20.8,1561
19,22.5,2053
6,28.4,400
23,21.2,2333
1,,761
10,24,1149
8,,779
4,21.7,577
8,28.2,879
15,27.6,1854
10,20.3,377
6,,895
7,22.7,800
5,18.5,446
17,25.9,3012
8,,1241
5,20,940
19,26.4,1322
29,23.5,3352
13,25.8,1287
6,,698
6,,1567
9,20.4,3360
4,,2
6,18.4,1217
5,24.8,706
2,,418
14,,1621
5,,13
9,27.2,2333
10,25.9,1396
5,,1540
3,23.3,770
14,,1876
13,20.3,1687
9,26.7,2051
3,,1124
3,19.2,797
5,21.2,1251
7,27.9,1050
3,,528
7,20.2,2071
8,22.6,2835
13,23.2,1466
10,18.6,853
6,22.8,791
4,23.9,801
7,23.8,779
31,17.3,1686
2,,492
5,23.5,1180
6,24.6,3219
6,,1172
21,22.4,2461
14,20.4,1766
6,,1246
12,29.1,1314
7,21.9,1083
16,22.6,2323
2,22.6,463
33,20.9,4618
13,24.7,2826
15,,1856
10,21.6,1260
10,22.1,1424
12,25.4,4329
18,23.9,2406
10,21.3,4966
5,28,637
10,25,3357
10,18.2,1081
9,18.7,1003
10,18.8,1201
9,15.4,994
26,24.1,2586
8,18.8,1267
3,23.4,307
7,20.9,1827
14,23.1,2526
10,19.8,1024
2,29.5,928
9,24.8,1131
5,,390
9,22.7,1467
13,20.1,2578
9,23.6,611
8,17.9,595
17,,2514
6,25.2,1090
4,27.8,512
25,27.6,3941
6,16.8,826
8,24.8,944
14,26.2,30
14,18.3,1955
13,20.6,2040
24,25.6,3824
14,19.3,1917
29,26.6,2768
6,24.5,1527
5,20.5,1551
9,25.1,1171
13,,2744
14,24.8,2974
9,24.9,678
5,,905
4,26.7,4
5,20.3,869
13,,975
11,26.4,1405
9,20.7,1215
8,20,1110
4,26.2,995
6,23.7,7
7,,943
5,24.9,752
2,,627
8,25.6,1032
10,,1382
5,23.3,752
20,24.8,1882
7,16.8,1180
6,23.5,1226
11,23.3,2047
22,23.1,3790
8,28.4,1907
7,24.5,1428
4,21.1,749
7,,1474
2,29.7,557
21,17.1,2714
14,18.4,2099
10,23.1,816
11,21.3,1382
3,,1391
2,21.6,455
19,25.1,2614
5,24.4,502
8,24.8,2700
15,27.1,2361
12,19.8,1063
19,28.2,2297
7,,839
14,25,1831
13,20.2,2423
4,21.5,431
9,20.3,1376
4,28.5,1355
9,25.9,918
2,17.3,3850
3,,596
4,16.2,985
9,14.7,1498
3,20.3,1309
7,24.2,1029
11,21.7,1165
11,21.3,856
4,30.8,606
14,28.3,2
18,27.8,1967
11,23,3
4,27.4,918
17,24.5,1812
5,22,2105
5,24.1,1810
7,19.4,1147
20,19.4,1992
8,23.8,1173
4,19,550
9,21.8,1569
10,22.1,1754
11,21.3,1475
1,18.4,441
1,22.6,421
8,24.7,1232
6,31,1187
11,,1602
22,25.5,4058
20,27.9,1847
14,16.2,2184
17,23.6,2144
18,,2512
9,,1583
3,19.8,446
10,22.5,1088
14,,1474
19,,2609
6,26.2,930
3,20.6,968
9,27.3,977
4,21.4,1915
23,,2537
9,25.5,1043
10,23.3,855
15,25.6,752
7,17.5,1272
8,26.1,2166
20,21.5,3654
18,25.3,2641
14,22.2,2162
7,,1076
3,19.1,860
21,20.4,2359
17,23,1490
10,21.2,2397
15,24.7,1121
4,22.5,684
15,,2384
4,,238
6,24.6,1842
5,23.5,1168
24,16.8,2411
5,22,825
6,25,1120
3,,764
14,19.8,2477
2,26.7,549
17,,2085
20,,2413
6,23.6,1234
13,27.7,2618
20,23.5,4703
9,27.7,1062
23,27,4119
4,17.2,1054
14,22.3,2039
7,27.6,1143
23,28.2,3115
12,26.7,2124
12,23.2,1840
3,,764
10,28.2,1365
13,28.5,2143
3,20.9,1353
6,,395
3,23.8,556
10,27.6,1622
11,23.7,1318
6,20.2,1135
15,,1210
14,,2063
13,16,3041
4,21.1,335
4,23.6,1469
8,23.9,1875
13,20.8,1383
5,,792
6,29.4,1281
9,26.6,889
6,27.2,683
19,24.4,2236
9,24,2729
11,,1574
5,,519
6,19.5,762
7,19.2,2422
12,26.4,1393
6,23.8,704
16,17.7,2430
4,24.6,2
13,24,3423
14,,1486
17,19.8,1858
13,15.5,1072
6,21.6,9
12,24.3,813
5,23.1,1313
10,26.6,1074
11,19.2,1681
21,27.8,3658
2,15.7,243
5,27.2,1430
6,20.9,724
8,23.9,1116
4,16.7,1049
7,24.7,1473
20,,2542
8,24.2,1901
4,28,614
12,,1243
18,,3551
10,,1323
10,26,1821
14,17.4,2434
3,23.9,553
17,21.2,4306
9,18.7,1470
11,,1509
2,,567
13,18.3,2238
9,,1090
8,,1914
18,24.8,3360
4,19.2,514
10,20.3,1598
15,26.6,1495
6,20.6,714
11,29.5,1862
11,,1865
15,18.6,1567
10,19.2,1313
10,22.1,1405
9,,2501
11,23.3,2257
2,25.7,1168
6,26.9,1028
4,18.5,22
8,16.4,1509
14,,1521
10,29.5,941
23,24.6,3668
3,19.1,727
11,22.5,2388
19,26.8,1917
15,22.4,1705
6,29.2,1505
18,20.1,5453
9,28.3,1356
8,22.6,2014
6,,925
6,28,1989
6,25.2,1071
5,25.7,1182
4,,812
4,29.3,1210
6,19.9,1846
4,27.1,610
5,25.4,751
4,28.4,1128
4,16.9,458
9,17,2057
4,26.1,1558
5,28.3,1237
3,22.5,1009
8,21.2,1777
6,,1508
9,14.7,2425
7,16.1,1666
3,24.2,594
9,26,3229
11,19.7,1709
14,31.1,1171
9,22.4,2281
2,,7
7,19.4,552
8,29.4,1253
7,27,1146
3,22.1,515
6,28.4,16
9,,1132
10,25.5,1088
7,19.9,1315
8,17.3,1708
4,21.4,3573
10,21.6,2475
10,26.5,1069
6,24.7,1388
10,18.7,1405
3,16.7,689
11,,1555
23,18.5,3886
8,22.1,2697
6,28.4,448
10,19.9,95
2,17.2,540
11,26.6,23
5,29.9,808
8,24.6,1136
4,21.6,507
8,25,869
19,,2719
16,25.1,2009
5,18.5,814
6,16.1,779
7,31.2,1320
5,,534
8,,1209
4,27.3,372
12,,1783
7,20.6,2058
4,24.4,163
10,21.5,1410
22,26.4,5244
10,19.8,886
12,16.7,2509
9,20.4,1029
11,32.1,2236
6,27.8,1436
18,27.4,2216
13,25.2,1308
8,,956
13,20.5,1448
10,17.9,1476
12,,6
17,22.5,1363
3,28.1,13
8,,1941
8,25.6,961
9,20.8,1306
10,,2718
6,29.5,473
8,,815
11,20.1,1582
3,27.7,792
14,22.4,1480
7,27.6,2109
10,26.6,706
7,23.9,807
3,23.4,659
9,20.6,1560
5,16,1088
15,21,1355
13,21.5,1135
9,,1308
5,24.1,1410
23,24.1,3830
12,17.4,1050
12,25.2,1360
14,19.1,4132
11,19.5,6
11,26.4,1221
11,22.1,1037
2,,606
13,26.6,4440
6,17.3,1307
14,19.4,1480
12,,3130
19,24.5,2285
5,17.1,845
3,21.2,717
8,28.5,1224
6,21.1,2275
11,20.8,943
14,26.2,4368
2,24.9,514
15,21.9,1286
9,23.3,1223
3,20.3,1954
9,,2154
20,,1508
5,17.1,740
2,,563
6,,1079
10,,2263
3,25.4,1714
13,25.9,1160
5,,666
8,,993
21,,2755
22,26.2,3195
16,27.6,1943
9,21,1159
7,30.6,182
16,16.5,2470
2,,260
8,27.7,1032
15,27.2,1279
24,23.8,3523
18,21.8,3672
8,25.6,1376
11,28.2,2500
15,,1370
16,28.1,4624
4,23,903
19,21.2,2554
11,17.9,1285
19,25.8,1187
5,22.4,576
15,24.9,1782
10,18.9,1137
17,20,1703
8,25.8,1395
28,23.3,4245
4,,1126
6,23.4,922
18,,3792
2,19.4,357
3,31.2,1371
3,15.6,486
5,25.3,2325
3,25.4,4904
8,28.8,1862
7,30.2,1733
15,28.3,1786
9,22.8,2024
14,23.9,1066
14,,3021
10,,1710
11,30.2,1411
4,17.7,1045
3,22.5,676
7,20.4,1034
10,26.9,1789
15,24.8,1337
6,19.1,2365
18,19.9,2952
21,25.5,2676
5,27.1,1098
7,23.5,694
4,23.2,578
7,27,1254
6,19.1,1169
10,25.6,1285
17,21.2,2450
6,24.8,1222
3,17.1,618
6,27.7,6
22,15.8,1885
8,,966
5,20,683
24,25,1898
10,22.5,5929
5,,749
6,23.3,2118
1,,584
6,27.3,2060
9,23.6,3197
3,20.9,716
15,,2225
5,27.1,420
15,25.8,852
6,23.8,904
13,22.3,2707
23,20.2,2547
3,24,980
18,24.8,5120
2,,353
11,,5
7,26.2,1974
10,,2789
8,24.5,1271
5,19.8,1114
18,27.3,1708
9,,1335
8,20.5,1111
8,27.4,124
27,24,2025
11,21.8,10
8,,2425
5,29.9,945
28,25.4,2578
16,,2682
9,28.4,1301
21,24.8,2549
17,23.3,1547
22,23.9,3059
14,,2187
8,30.9,1207
8,27.4,1129
7,27.3,1079
13,23,2962
15,26.4,2673
8,21.8,1252
9,27.4,1440
18,23.2,3665
4,18.5,664
4,21.1,785
8,,1528
6,20.2,716
10,22.2,1085
4,,632
28,20.2,3422
7,27.1,1237
28,22.7,2285
21,22.5,2464
13,20.2,1651
18,,3175
15,28,3010
6,18.6,1461
18,23,2078
6,20.6,1077
14,27.3,3447
4,28.1,978
5,19,798
20,,2555
8,,1787
15,22.1,1699
4,26,1309
6,26.3,693
11,25.8,1560
8,16.1,1223
5,,868
8,20.4,1340
13,26.9,2553
9,18.7,1368
16,25.7,1723
2,,376
3,14.1,586
19,20.9,3995
14,25.4,2184
17,18.5,2364
18,25.6,3935
5,22,1597
15,20.4,2142
4,22,620
5,21.2,17
10,28,3466
2,25.4,296
20,24.6,2950
3,27.6,3060
13,24,2887
4,,414
11,30.2,2172
7,25.7,1380
14,24.2,1353
3,21,470
23,23,4561
10,22,1351
5,,757
6,23.6,1065
26,17.4,3821
5,17,958
9,25.5,3786
16,,2423
7,28,1720
11,24.2,1702
8,19.2,975
11,17.6,1890
8,27.1,1764
16,24.6,1347
9,30.7,1596
7,26.2,1533
4,21.8,516
9,27.6,1747
12,23.5,1678
6,20.3,1721
12,20.9,5
8,29.8,1454
17,20,1503
11,27.3,1333
7,21.5,1930
15,22.1,4600
26,15.4,3252
10,25.7,1127
9,,3455
3,,1590
2,21.2,425
8,,2171
3,26.9,890
22,24.5,1647
15,25.4,1938
4,28.7,491
5,25.2,833
17,29.4,1966
12,21.6,1501
12,19.6,1346
6,17.5,1132
21,16.9,2073
9,23.7,1086
8,18.5,1601
20,25.4,2487
7,23.5,907
7,,760
12,29,3509
8,28.6,1938
7,28.6,2185
9,29.3,1222
8,,1571
15,22.6,2577
6,24.3,2061
5,27,887
7,27.5,1120
4,28.3,707
7,22.4,755
8,20.2,848
20,27.7,3963
11,,3785
4,25.4,280
10,19.3,1751
5,,469
10,,1472
7,23.3,848
4,25.4,934
18,,2073
4,,659
7,,757
8,25.4,995
1,,501
3,,858
17,,68
7,24.4,1039
4,22,802
6,17.3,476
4,20.5,1862
4,31.2,699
12,19,1158
5,19.1,3264
11,17.3,1646
5,21.8,3003
7,28.3,2484
15,21,2539
10,20.4,711
22,18.4,2284
12,,1898
12,23.2,1688
10,25.8,1872
12,25.6,2153
4,26,426
6,,1467
8,22.1,1183
21,,3075
9,,1789
6,22.1,227
5,22.3,1119
2,27.3,279
7,,2186
2,19.1,572
3,25.8,1134
10,,1535
6,,1295
13,,2532
12,25.1,1802
28,23.5,3464
2,,661
3,25.8,33
7,24.9,3145
11,25.3,1703
15,18.7,1719
3,24.2,591
10,25.3,1307
5,20.8,2445
1,23.2,298
18,,2338
9,25,992
8,27.8,1096
10,20.3,1467
5,23.4,1025
8,26,1162
22,27.9,3080
12,,4762
8,27.2,1258
4,,766
11,25,1672
21,18.5,2770
5,15.7,901
8,24.3,833
4,21.3,1111
11,,2121
7,19,1168
6,27.3,226
17,23.7,1824
4,20.8,595
4,26.7,610
4,29.2,990
9,22.8,936
5,27.9,1018
6,23.9,1044
10,28.5,1224
12,23.3,2564
4,25.3,725
15,,1386
4,,736
3,20.7,369
10,18.1,1505
11,19.2,2729
23,,3483
12,18.1,1369
15,21.6,641
19,22,2596
12,28.3,1360
13,26.4,2259
20,21.3,3508
2,18,97
14,18.9,2282
6,25,1068
19,,4043
5,,731
5,16.3,893
10,20.3,662
6,25.9,809
3,18.2,1242
4,21.8,3
9,24,1697
8,24.9,1051
7,29.4,1101
11,,1526
4,27.7,2
5,,1167
13,19.4,3842
11,21.3,1756
6,20.4,1399
7,29,1839
3,21,907
3,15.7,1197
10,27,1832
12,22.5,2462
1,22.7,452
7,,3028
7,22,1180
2,24,406
6,,772
23,21.9,2095
5,19.8,1446
8,,849
6,25.1,1129
4,26.2,2615
24,19.8,2633
13,21.3,1187
6,17.5,960
7,19.9,1127
6,25,1132
12,24.1,1233
12,23.3,3298
10,28,2373
13,26.7,1781
11,,1561
4,,957
6,13.6,877
17,18.5,3469
2,24.9,950
6,28.1,1001
9,23.7,2264
11,23.9,1393
6,30.9,1275
3,25.8,292
8,28.7,1627
7,24.3,2526
20,24.5,3798
6,,1021
2,22,7
10,21.8,2142
8,22.7,1795
6,,945
13,,1286
3,25.1,462
3,,566
1,21.9,357
27,,3135
9,21.6,1522
13,,3695
14,,1650
13,19.6,2208
9,28,1651
6,30.6,423
5,25.1,2350
9,,1985
2,,422
10,24.5,1019
10,22.4,1415
3,23.1,478
14,24.5,1098
13,,1753
5,21.5,948
7,,2237
3,,491
5,20.2,500
23,24,3923
13,23.9,1239
10,22.1,1591
9,17,808
7,20.4,2553
10,25,1338
14,18.9,2339
12,23.5,2886
17,21.6,8
8,23.5,939
7,18.4,1047
8,28.6,3
10,,2173
6,22.8,1436
3,21.4,621
13,22.3,3118
7,24.2,1034
7,,361
9,27.9,1049
4,17.3,769
5,27.5,726
2,28,727
11,,1855
5,22.6,715
4,19.4,662
9,27.3,1534
16,26.9,1815
14,26.2,1294
7,,1059
10,21.7,1183
15,24.5,1537
7,17.1,863
12,29.1,2191
5,21.5,592
11,,1934
9,21.8,936
10,,2127
11,,1752
11,28.8,1489
4,23.8,731
5,20.1,1109
5,26.7,1177
9,22.7,1286
17,27.4,1858
6,,3841
15,22.4,3434
1,20,433
6,21.4,744
12,25.5,2078
9,24,1694
12,18.7,1987
2,,308
23,,1874
8,25.4,87
8,24.6,1043
12,23.7,1079
13,,1732
7,23.4,1679
8,18.7,1138
5,21.3,1344
8,,2
4,17.8,994
9,22.6,1631
8,,1491
8,27.1,827
20,,1807
5,24.8,743
3,18.5,358
20,,3316
10,24.6,5615
9,17.1,2848
16,25.3,2154
8,,1156
4,,494
15,19.2,2431
3,17.4,706
21,,1930
4,24.4,722
14,22.6,1982
15,,1248
4,27,1177
17,21.3,2471
9,24.4,900
11,28.9,2
10,,1049
19,28.5,2884
7,20.6,2605
3,,869
8,,3070
6,23.8,2566
5,,1058
8,27.4,635
3,20.3,1074
10,24.9,1312
26,,2534
15,18.9,2551
5,20.7,1363
21,23.6,8
11,31.1,869
10,28,1101
14,14.6,1079
12,30.2,1704
9,20.7,953
7,24.1,518
15,26,4
10,22.8,1833
18,20,164
10,16,998
13,22.6,1443
20,,2520
15,18.7,2092
10,18.8,1207
15,23.3,2564
4,24.4,652
27,,1831
3,,889
12,24.4,1206
12,,1347
5,28.8,1157
5,,2109
6,28.4,1049
7,18.8,940
3,18.6,430
1,27,887
12,26.6,1892
5,25.9,917
5,19.3,810
15,21.7,2926
5,23.8,747
5,20.9,1176
20,20,1665
2,27.1,311
6,26.9,615
7,20.4,1557
10,30.7,2
4,27.9,779
3,,1353
14,19.4,1582
6,29.4,1271
11,,1368
7,24,1144
15,,2946
8,,1225
5,,642
20,,3700
13,,3557
12,25.7,1254
4,30.4,3118
5,26.5,521
13,24.8,3197
9,26.7,1036
23,25.5,2662
17,,2179
5,22.5,748
11,25.9,1613
4,25.3,2
1,25.1,273
4,18.3,655
9,28.1,1625
7,26.5,853
9,21.7,2468
13,19.2,1796
15,29.4,2229
17,23,1753
3,19.7,715
14,26.6,21
5,25.1,940
14,17.8,1350
6,,1311
4,19.1,764
4,26.4,1473
9,30.6,1703
4,21.8,833
18,,2388
9,19.9,2748
11,,1923
16,,3367
10,20.7,1412
1,,3394
8,26.3,923
8,23.9,1612
13,25,2593
13,,1460
12,25.6,1054
7,,931
5,22.9,4
5,21,1671
10,23.4,1701
7,18.8,2800
25,,4518
9,18.5,1404
7,25,1482
8,28.4,1592
7,23.3,883
3,25,738
9,23.4,1221
5,25.1,1118
2,,2
10,21.3,1352
4,23,592
10,16,1683
8,,1681
8,15.7,1106
8,17.8,1058
4,25.3,562
28,,2610
2,23.7,152
8,26,85
11,,910
9,31.8,1493
14,26.6,1025
12,23.4,2802
7,22.6,3010
2,19.8,326
2,19.3,841
5,26.8,685
20,21.3,3
33,24.8,2797
7,25.7,1858
4,22.8,601
6,21.1,1388
7,24.1,1083
8,,3237
11,25.8,1159
5,27.1,1835
3,21.6,792
14,21.3,1684
11,18.6,1505
1,19.2,303
14,20.4,3060
11,,890
12,24.6,2226
5,25.5,1057
11,26.4,1695
15,19.3,1609
9,,1401
8,,934
17,,1518
3,22.4,881
4,21.6,545
20,18.6,1860
16,21.1,1417
4,28.6,1031
12,29.9,3953
18,25.2,2494
20,27.1,1955
8,32.1,975
4,27.2,499
11,27.6,1105
15,26.4,1610
7,23.6,1836
2,28.4,519
8,,1919
9,15.4,3082
12,30.8,2273
9,,2343
3,27.4,638
30,17.8,3076
17,26.9,3857
4,27.2,1013
4,22.3,278
14,23.2,2591
4,26.5,598
7,27.6,1903
9,25.1,948
4,,113
15,27,4623
10,25.7,1059
12,27.8,1559
3,,753
3,,210
11,27.7,1081
13,28.1,2280
11,20.9,1384
19,26.9,1769
18,23.7,2148
9,25.6,1353
18,,3685
8,18.4,2086
18,25.5,1957
6,24.6,1139
6,20.6,1215
14,17.9,1358
4,19.6,549
10,21.8,1061
3,18.3,1070
4,19.1,725
6,24.6,1105
10,20.2,1268
4,27.1,2296
13,21.5,2685
8,25.9,1983
11,,1236
7,19.2,2166
9,28,2065
9,25,3001
10,19,1896
4,22.4,853
9,20.5,1752
9,23.9,259
4,17.2,674
6,19.8,820
15,21.7,7
2,24.6,613
14,24.2,1920
15,17.6,1772
14,,1924
18,,1586
21,15.3,2308
7,21.5,1080
11,20.2,1430
5,25.3,1046
8,22.8,1331
19,24.4,1480
8,24.9,1576
18,21.8,2506
7,30.2,1820
12,23,2416
27,29,2297
